'Elapsed time','I','II','III','AVR','AVL','AVF','V1','V2','V3','V4','V5','V6'
'0:47.821',3.446,10.092,10.27,-4.933,-4.645,10.228,6.272,2.998,6.832,7.267,2.027,-1.291
'0:47.825',3.42,10.123,10.327,-4.935,-4.686,10.271,6.274,2.994,6.877,7.254,2.003,-1.316
'0:47.829',3.434,10.126,10.315,-4.943,-4.672,10.267,6.275,2.993,6.883,7.245,1.988,-1.328
'0:47.833',3.447,10.106,10.282,-4.939,-4.65,10.24,6.278,2.999,6.844,7.252,2.002,-1.311
'0:47.837',3.439,10.069,10.254,-4.917,-4.64,10.207,6.281,3.003,6.837,7.261,2.017,-1.298
'0:47.840',3.44,10.087,10.271,-4.927,-4.647,10.226,6.28,3.004,6.85,7.266,2.015,-1.292
'0:47.844',3.416,10.116,10.324,-4.93,-4.686,10.266,6.276,2.989,6.851,7.255,2.009,-1.305
'0:47.848',3.427,10.119,10.315,-4.937,-4.676,10.263,6.277,2.995,6.863,7.243,1.996,-1.327
'0:47.852',3.436,10.099,10.286,-4.931,-4.657,10.239,6.276,2.997,6.842,7.247,1.996,-1.317
'0:47.856',3.454,10.087,10.256,-4.935,-4.633,10.218,6.277,3.008,6.849,7.256,2.015,-1.282
'0:47.860',3.437,10.08,10.266,-4.922,-4.646,10.219,6.274,3.004,6.841,7.264,2.03,-1.271
'0:47.864',3.42,10.116,10.32,-4.932,-4.682,10.264,6.278,3.002,6.864,7.262,2.022,-1.294
'0:47.868',3.421,10.11,10.313,-4.929,-4.678,10.258,6.267,2.987,6.897,7.245,1.993,-1.318
'0:47.872',3.436,10.097,10.284,-4.93,-4.656,10.237,6.273,2.996,6.828,7.239,1.995,-1.318
'0:47.875',3.451,10.078,10.251,-4.928,-4.632,10.21,6.278,2.999,6.819,7.245,2,-1.305
'0:47.879',3.449,10.077,10.252,-4.926,-4.634,10.21,6.276,2.996,6.798,7.251,2.017,-1.279
'0:47.883',3.436,10.105,10.292,-4.934,-4.66,10.245,6.269,2.988,6.883,7.247,2.01,-1.3
'0:47.887',3.414,10.122,10.331,-4.932,-4.691,10.273,6.276,2.986,6.861,7.233,1.99,-1.312
'0:47.891',3.414,10.108,10.317,-4.924,-4.684,10.258,6.284,2.993,6.857,7.244,2,-1.308
'0:47.895',3.451,10.079,10.252,-4.928,-4.633,10.211,6.276,2.988,6.82,7.244,2.013,-1.29
'0:47.899',3.457,10.067,10.233,-4.926,-4.621,10.197,6.27,2.993,6.795,7.252,2.026,-1.288
'0:47.903',3.419,10.084,10.288,-4.915,-4.667,10.232,6.275,2.986,6.842,7.244,2.021,-1.29
'0:47.907',3.425,10.124,10.323,-4.938,-4.681,10.27,6.279,2.982,6.843,7.234,2.011,-1.307
'0:47.911',3.43,10.101,10.294,-4.929,-4.664,10.244,6.267,2.982,6.826,7.222,1.994,-1.318
'0:47.914',3.425,10.064,10.263,-4.908,-4.651,10.21,6.265,2.98,6.803,7.223,1.993,-1.316
'0:47.918',3.435,10.065,10.254,-4.914,-4.642,10.206,6.266,2.982,6.817,7.244,2.018,-1.286
'0:47.922',3.427,10.082,10.279,-4.917,-4.658,10.227,6.263,2.972,6.804,7.242,2.013,-1.297
'0:47.926',3.421,10.11,10.313,-4.929,-4.678,10.258,6.268,2.974,6.825,7.225,1.993,-1.322
'0:47.930',3.419,10.095,10.3,-4.92,-4.672,10.244,6.272,2.975,6.834,7.213,1.985,-1.336
'0:47.934',3.442,10.085,10.267,-4.927,-4.645,10.223,6.268,2.974,6.822,7.224,1.998,-1.32
'0:47.938',3.431,10.067,10.259,-4.913,-4.646,10.209,6.272,2.981,6.837,7.25,2.03,-1.277
'0:47.942',3.409,10.08,10.294,-4.908,-4.674,10.233,6.276,2.981,6.823,7.255,2.04,-1.277
'0:47.946',3.417,10.119,10.326,-4.932,-4.687,10.269,6.272,2.974,6.829,7.231,2.009,-1.305
'0:47.949',3.422,10.105,10.306,-4.927,-4.674,10.252,6.268,2.971,6.846,7.224,2.003,-1.311
'0:47.953',3.431,10.08,10.272,-4.919,-4.652,10.222,6.271,2.976,6.793,7.232,2.007,-1.301
'0:47.957',3.441,10.065,10.248,-4.916,-4.636,10.203,6.262,2.978,6.801,7.236,2.03,-1.277
'0:47.961',3.433,10.084,10.274,-4.922,-4.652,10.225,6.27,2.977,6.84,7.247,2.032,-1.276
'0:47.965',3.396,10.108,10.335,-4.915,-4.702,10.268,6.264,2.966,6.847,7.232,2.015,-1.304
'0:47.969',3.424,10.11,10.31,-4.931,-4.675,10.256,6.264,2.971,6.836,7.215,1.997,-1.324
'0:47.973',3.423,10.087,10.288,-4.918,-4.665,10.234,6.259,2.968,6.834,7.215,2,-1.311
'0:47.977',3.443,10.071,10.252,-4.92,-4.637,10.207,6.27,2.979,6.833,7.236,2.024,-1.281
'0:47.981',3.438,10.082,10.267,-4.923,-4.646,10.221,6.269,2.98,6.846,7.245,2.032,-1.276
'0:47.984',3.404,10.101,10.32,-4.916,-4.69,10.256,6.257,2.959,6.863,7.224,2.006,-1.311
'0:47.988',3.409,10.11,10.325,-4.923,-4.69,10.264,6.266,2.966,6.844,7.212,1.989,-1.332
'0:47.992',3.41,10.08,10.293,-4.909,-4.673,10.232,6.268,2.971,6.834,7.216,1.998,-1.327
'0:47.996',3.426,10.059,10.256,-4.906,-4.647,10.204,6.271,2.973,6.836,7.226,2.013,-1.297
'0:48.000',3.426,10.062,10.26,-4.908,-4.649,10.207,6.262,2.971,6.804,7.234,2.026,-1.286
'0:48.004',3.404,10.097,10.316,-4.915,-4.688,10.253,6.265,2.966,6.841,7.225,2.009,-1.314
'0:48.008',3.411,10.103,10.315,-4.92,-4.684,10.256,6.259,2.963,6.883,7.213,1.992,-1.334
'0:48.012',3.426,10.084,10.281,-4.918,-4.66,10.229,6.27,2.975,6.831,7.222,2.003,-1.318
'0:48.016',3.442,10.058,10.239,-4.914,-4.631,10.195,6.27,2.978,6.82,7.235,2.026,-1.285
'0:48.019',3.444,10.06,10.239,-4.915,-4.63,10.196,6.274,2.983,6.797,7.242,2.032,-1.274
'0:48.023',3.41,10.082,10.295,-4.91,-4.674,10.234,6.269,2.973,6.864,7.239,2.024,-1.286
'0:48.027',3.416,10.101,10.308,-4.922,-4.678,10.251,6.265,2.972,6.859,7.212,1.997,-1.315
'0:48.031',3.423,10.086,10.287,-4.918,-4.665,10.233,6.257,2.966,6.838,7.211,1.994,-1.323
'0:48.035',3.45,10.071,10.245,-4.924,-4.63,10.205,6.263,2.977,6.828,7.224,2.007,-1.304
'0:48.039',3.433,10.063,10.254,-4.912,-4.643,10.205,6.265,2.971,6.873,7.237,2.024,-1.289
'0:48.043',3.425,10.093,10.292,-4.922,-4.666,10.239,6.266,2.971,6.821,7.236,2.021,-1.296
'0:48.047',3.405,10.115,10.333,-4.924,-4.696,10.271,6.271,2.968,6.859,7.221,2.005,-1.316
'0:48.051',3.419,10.086,10.291,-4.916,-4.669,10.235,6.267,2.967,6.864,7.212,1.997,-1.323
'0:48.054',3.439,10.074,10.258,-4.92,-4.642,10.212,6.269,2.977,6.807,7.226,2.005,-1.314
'0:48.058',3.424,10.054,10.254,-4.902,-4.647,10.2,6.268,2.977,6.821,7.231,2.016,-1.291
'0:48.062',3.423,10.084,10.284,-4.916,-4.663,10.231,6.262,2.966,6.823,7.231,2.015,-1.295
'0:48.066',3.409,10.11,10.324,-4.923,-4.69,10.263,6.27,2.973,6.861,7.222,2.008,-1.313
'0:48.070',3.422,10.1,10.302,-4.924,-4.672,10.247,6.266,2.974,6.845,7.215,1.995,-1.326
'0:48.074',3.429,10.063,10.257,-4.91,-4.646,10.207,6.266,2.975,6.833,7.224,2.011,-1.309
'0:48.078',3.44,10.064,10.248,-4.915,-4.636,10.203,6.272,2.981,6.817,7.239,2.021,-1.288
'0:48.082',3.413,10.066,10.277,-4.903,-4.664,10.218,6.264,2.971,6.847,7.233,2.012,-1.305
'0:48.086',3.387,10.101,10.337,-4.908,-4.707,10.265,6.269,2.969,6.861,7.222,1.999,-1.327
'0:48.089',3.408,10.088,10.304,-4.912,-4.68,10.242,6.269,2.964,6.853,7.21,1.987,-1.332
'0:48.093',3.429,10.067,10.261,-4.912,-4.648,10.21,6.266,2.97,6.829,7.211,1.991,-1.327
'0:48.097',3.446,10.059,10.236,-4.915,-4.627,10.194,6.264,2.964,6.805,7.226,2.009,-1.298
'0:48.101',3.412,10.07,10.281,-4.905,-4.667,10.222,6.264,2.967,6.891,7.242,2.016,-1.297
'0:48.105',3.394,10.1,10.329,-4.911,-4.7,10.261,6.27,2.973,6.827,7.229,2.007,-1.321
'0:48.109',3.404,10.09,10.309,-4.911,-4.685,10.246,6.265,2.969,6.846,7.216,1.998,-1.334
'0:48.113',3.441,10.094,10.277,-4.931,-4.65,10.232,6.269,2.975,6.82,7.224,2.006,-1.31
'0:48.117',3.437,10.057,10.243,-4.911,-4.635,10.196,6.276,2.98,6.807,7.234,2.023,-1.291
'0:48.121',3.424,10.061,10.26,-4.906,-4.65,10.207,6.271,2.976,6.857,7.23,2.024,-1.294
'0:48.125',3.406,10.1,10.317,-4.916,-4.688,10.255,6.28,2.973,6.854,7.223,2.007,-1.311
'0:48.128',3.42,10.105,10.308,-4.926,-4.676,10.253,6.269,2.972,6.82,7.21,1.988,-1.333
'0:48.132',3.43,10.095,10.288,-4.926,-4.661,10.238,6.261,2.974,6.862,7.213,1.996,-1.328
'0:48.136',3.446,10.074,10.252,-4.923,-4.635,10.209,6.265,2.975,6.798,7.224,2.003,-1.306
'0:48.140',3.42,10.059,10.262,-4.903,-4.653,10.207,6.27,2.977,6.811,7.239,2.025,-1.291
'0:48.144',3.395,10.072,10.301,-4.897,-4.685,10.232,6.27,2.973,6.848,7.23,2.011,-1.31
'0:48.148',3.414,10.095,10.305,-4.918,-4.677,10.246,6.262,2.975,6.867,7.219,1.996,-1.324
'0:48.152',3.408,10.067,10.282,-4.901,-4.67,10.221,6.269,2.978,6.837,7.216,1.993,-1.322
'0:48.156',3.439,10.055,10.239,-4.911,-4.632,10.193,6.27,2.983,6.821,7.22,2.015,-1.298
'0:48.160',3.43,10.063,10.256,-4.911,-4.646,10.207,6.269,2.981,6.793,7.237,2.021,-1.292
'0:48.163',3.408,10.089,10.305,-4.913,-4.68,10.243,6.273,2.98,6.84,7.235,2.017,-1.306
'0:48.167',3.401,10.11,10.333,-4.919,-4.698,10.268,6.28,2.983,6.866,7.229,2.003,-1.317
'0:48.171',3.407,10.068,10.284,-4.901,-4.671,10.223,6.268,2.974,6.82,7.212,1.991,-1.324
'0:48.175',3.438,10.048,10.233,-4.907,-4.63,10.187,6.27,2.98,6.785,7.219,2.002,-1.316
'0:48.179',3.45,10.099,10.273,-4.938,-4.644,10.232,6.29,3.004,6.851,7.259,2.04,-1.276
'0:48.183',3.456,10.16,10.328,-4.972,-4.668,10.29,6.296,3.004,6.881,7.261,2.032,-1.292
'0:48.187',3.421,10.163,10.366,-4.956,-4.705,10.311,6.29,2.986,6.884,7.245,2.011,-1.325
'0:48.191',3.404,10.121,10.34,-4.926,-4.7,10.277,6.278,2.979,6.858,7.223,1.995,-1.329
'0:48.195',3.436,10.114,10.302,-4.939,-4.665,10.255,6.297,2.999,6.859,7.243,2.01,-1.308
'0:48.198',3.426,10.112,10.31,-4.933,-4.674,10.257,6.307,3.013,6.852,7.26,2.031,-1.278
'0:48.202',3.428,10.148,10.343,-4.952,-4.69,10.292,6.293,3.01,6.864,7.276,2.053,-1.268
'0:48.206',3.419,10.195,10.4,-4.97,-4.722,10.344,6.289,2.999,6.916,7.267,2.038,-1.285
'0:48.210',3.414,10.188,10.398,-4.964,-4.724,10.339,6.265,2.984,6.879,7.265,2.041,-1.283
'0:48.214',3.428,10.182,10.377,-4.968,-4.706,10.326,6.256,2.97,6.882,7.273,2.053,-1.268
'0:48.218',3.451,10.175,10.347,-4.977,-4.68,10.307,6.264,2.977,6.879,7.291,2.077,-1.236
'0:48.222',3.412,10.146,10.357,-4.942,-4.705,10.298,6.255,2.972,6.877,7.288,2.073,-1.244
'0:48.226',3.422,10.195,10.397,-4.972,-4.72,10.342,6.259,2.977,6.911,7.295,2.067,-1.256
'0:48.230',3.439,10.19,10.375,-4.978,-4.7,10.329,6.263,2.988,6.916,7.294,2.067,-1.257
'0:48.233',3.458,10.163,10.329,-4.974,-4.668,10.292,6.271,3.005,6.858,7.301,2.079,-1.249
'0:48.237',3.474,10.134,10.284,-4.967,-4.638,10.256,6.268,3.001,6.86,7.304,2.093,-1.23
'0:48.241',3.433,10.112,10.303,-4.937,-4.667,10.254,6.262,2.987,6.823,7.3,2.086,-1.231
'0:48.245',3.429,10.134,10.329,-4.945,-4.682,10.278,6.258,2.978,6.849,7.28,2.07,-1.246
'0:48.249',3.454,10.126,10.295,-4.954,-4.652,10.256,6.256,2.982,6.871,7.257,2.051,-1.27
'0:48.253',3.439,10.087,10.272,-4.927,-4.648,10.226,6.256,2.982,6.866,7.263,2.055,-1.266
'0:48.257',3.464,10.096,10.256,-4.943,-4.628,10.222,6.274,3.005,6.849,7.286,2.074,-1.245
'0:48.261',3.454,10.124,10.293,-4.953,-4.651,10.255,6.282,3.003,6.848,7.29,2.085,-1.242
'0:48.265',3.375,10.076,10.325,-4.889,-4.707,10.247,6.264,2.973,6.848,7.243,2.031,-1.295
'0:48.268',3.413,10.111,10.322,-4.926,-4.687,10.263,6.273,2.981,6.842,7.236,2.013,-1.305
'0:48.272',3.427,10.092,10.289,-4.923,-4.664,10.237,6.274,2.983,6.845,7.232,2.01,-1.316
'0:48.276',3.456,10.061,10.228,-4.922,-4.618,10.19,6.265,2.981,6.822,7.235,2.024,-1.295
'0:48.280',3.407,10.031,10.247,-4.883,-4.652,10.185,6.251,2.968,6.803,7.227,2.015,-1.307
'0:48.284',3.385,10.073,10.311,-4.892,-4.695,10.238,6.262,2.97,6.839,7.233,2.012,-1.31
'0:48.288',3.428,10.108,10.303,-4.932,-4.67,10.252,6.265,2.976,6.853,7.224,2.012,-1.316
'0:48.292',3.442,10.101,10.282,-4.935,-4.652,10.238,6.282,2.996,6.841,7.235,2.018,-1.312
'0:48.296',3.431,10.044,10.236,-4.901,-4.635,10.186,6.27,2.988,6.798,7.231,2.022,-1.303
'0:48.300',3.399,10.027,10.252,-4.876,-4.659,10.185,6.265,2.979,6.814,7.236,2.019,-1.304
'0:48.304',3.393,10.062,10.293,-4.891,-4.682,10.224,6.273,2.991,6.832,7.242,2.02,-1.306
'0:48.307',3.406,10.077,10.294,-4.905,-4.676,10.232,6.269,2.973,6.876,7.227,1.998,-1.342
'0:48.311',3.416,10.05,10.257,-4.896,-4.653,10.2,6.268,2.987,6.79,7.218,1.995,-1.336
'0:48.315',3.422,10.037,10.239,-4.893,-4.641,10.184,6.267,2.988,6.767,7.232,2.017,-1.31
'0:48.319',3.428,10.035,10.23,-4.895,-4.633,10.179,6.26,2.986,6.809,7.246,2.03,-1.296
'0:48.323',3.419,10.067,10.272,-4.907,-4.659,10.216,6.275,2.995,6.824,7.242,2.033,-1.305
'0:48.327',3.404,10.086,10.305,-4.909,-4.683,10.242,6.278,2.985,6.824,7.233,2.009,-1.329
'0:48.331',3.421,10.077,10.28,-4.913,-4.662,10.225,6.284,2.993,6.844,7.234,2.014,-1.32
'0:48.335',3.46,10.062,10.226,-4.925,-4.615,10.19,6.288,3.003,6.8,7.252,2.033,-1.291
'0:48.339',3.413,10.013,10.224,-4.877,-4.638,10.165,6.282,3.007,6.807,7.244,2.027,-1.297
'0:48.342',3.42,10.05,10.254,-4.898,-4.649,10.198,6.31,3.039,6.791,7.226,1.99,-1.347
'0:48.346',3.406,10.07,10.287,-4.902,-4.672,10.225,6.351,3.095,6.854,7.188,1.909,-1.438
'0:48.350',3.476,10.048,10.196,-4.925,-4.593,10.168,6.366,3.17,6.78,7.243,1.942,-1.436
'0:48.354',3.597,10.064,10.091,-4.994,-4.479,10.124,6.426,3.283,6.776,7.382,2.056,-1.371
'0:48.358',3.574,9.991,10.04,-4.946,-4.465,10.062,6.427,3.337,6.701,7.598,2.226,-1.283
'0:48.362',3.551,9.974,10.046,-4.926,-4.479,10.057,6.32,3.258,6.703,8.013,2.594,-1.056
'0:48.366',3.662,10.132,10.093,-5.061,-4.448,10.159,6.232,3.192,6.782,8.533,3.084,-0.711
'0:48.370',3.742,10.271,10.153,-5.17,-4.438,10.258,6.058,2.946,6.829,9.037,3.624,-0.292
'0:48.374',3.705,10.329,10.248,-5.181,-4.503,10.335,5.878,2.671,6.93,9.396,4.025,0.042
'0:48.377',3.585,10.429,10.468,-5.171,-4.673,10.495,5.774,2.418,6.999,9.496,4.112,0.178
'0:48.381',3.496,10.433,10.561,-5.128,-4.765,10.544,5.649,2.227,7.037,9.259,3.99,0.206
'0:48.385',3.356,10.38,10.647,-5.032,-4.878,10.56,5.584,2.032,7.049,7.874,3.01,-0.252
'0:48.389',3.244,10.368,10.747,-4.969,-4.984,10.604,5.621,2.035,7.066,6.795,2.083,-0.788
'0:48.393',3.262,10.26,10.622,-4.925,-4.912,10.487,5.64,2.115,7.02,6.789,1.985,-0.915
'0:48.397',3.324,10.255,10.554,-4.953,-4.847,10.451,5.715,2.232,7,6.911,2.052,-0.882
'0:48.401',3.342,10.225,10.506,-4.947,-4.815,10.412,5.799,2.354,6.934,6.984,2.069,-0.915
'0:48.405',3.283,10.204,10.544,-4.907,-4.863,10.42,5.89,2.474,6.958,6.982,2.024,-1.009
'0:48.409',3.328,10.268,10.564,-4.962,-4.85,10.462,6.006,2.61,6.981,7.067,2.061,-1.011
'0:48.412',3.354,10.236,10.506,-4.959,-4.809,10.418,6.069,2.702,6.944,7.119,2.085,-1.009
'0:48.416',3.315,10.214,10.523,-4.928,-4.836,10.415,6.092,2.71,6.964,7.171,2.112,-0.992
'0:48.420',3.32,10.226,10.529,-4.937,-4.837,10.424,6.121,2.75,6.963,7.191,2.109,-1.026
'0:48.424',3.335,10.255,10.543,-4.959,-4.836,10.445,6.149,2.781,6.947,7.172,2.059,-1.098
'0:48.428',3.345,10.215,10.494,-4.943,-4.807,10.401,6.166,2.807,6.966,7.159,2.031,-1.158
'0:48.432',3.411,10.23,10.442,-4.984,-4.747,10.382,6.198,2.846,6.943,7.169,2.031,-1.173
'0:48.436',3.42,10.184,10.388,-4.965,-4.717,10.332,6.196,2.862,6.894,7.191,2.054,-1.151
'0:48.440',3.356,10.125,10.392,-4.904,-4.75,10.305,6.188,2.854,6.896,7.179,2.032,-1.172
'0:48.444',3.381,10.213,10.455,-4.961,-4.769,10.38,6.21,2.868,6.923,7.186,2.037,-1.18
'0:48.447',3.334,10.181,10.47,-4.921,-4.8,10.372,6.2,2.848,6.919,7.159,2.006,-1.208
'0:48.451',3.347,10.168,10.445,-4.921,-4.781,10.353,6.206,2.857,6.93,7.161,2.013,-1.191
'0:48.455',3.387,10.156,10.392,-4.935,-4.735,10.32,6.206,2.868,6.888,7.178,2.039,-1.157
'0:48.459',3.381,10.162,10.404,-4.936,-4.744,10.329,6.217,2.878,6.892,7.197,2.062,-1.135
'0:48.463',3.37,10.191,10.445,-4.944,-4.769,10.364,6.218,2.871,6.928,7.199,2.053,-1.146
'0:48.467',3.338,10.164,10.45,-4.915,-4.788,10.354,6.199,2.862,6.942,7.173,2.03,-1.187
'0:48.471',3.336,10.147,10.434,-4.905,-4.781,10.337,6.205,2.864,6.916,7.173,2.025,-1.193
'0:48.475',3.359,10.137,10.402,-4.912,-4.753,10.316,6.209,2.868,6.904,7.186,2.034,-1.165
'0:48.479',3.403,10.177,10.397,-4.954,-4.729,10.333,6.223,2.878,6.905,7.218,2.075,-1.129
'0:48.482',3.368,10.185,10.441,-4.94,-4.768,10.359,6.218,2.87,6.92,7.205,2.07,-1.137
'0:48.486',3.32,10.175,10.478,-4.911,-4.812,10.373,6.199,2.85,6.948,7.177,2.037,-1.173
'0:48.490',3.357,10.201,10.467,-4.942,-4.787,10.38,6.214,2.865,6.945,7.19,2.043,-1.166
'0:48.494',3.372,10.172,10.424,-4.936,-4.758,10.344,6.207,2.867,6.917,7.195,2.063,-1.134
'0:48.498',3.384,10.175,10.414,-4.943,-4.747,10.341,6.207,2.888,6.936,7.217,2.093,-1.099
'0:48.502',3.381,10.199,10.441,-4.954,-4.762,10.366,6.202,2.876,6.939,7.211,2.087,-1.111
'0:48.506',3.333,10.224,10.514,-4.942,-4.822,10.415,6.21,2.852,6.969,7.194,2.056,-1.148
'0:48.510',3.343,10.205,10.485,-4.938,-4.803,10.391,6.209,2.862,6.975,7.191,2.042,-1.15
'0:48.514',3.369,10.187,10.442,-4.941,-4.768,10.361,6.215,2.873,6.882,7.207,2.076,-1.123
'0:48.518',3.365,10.182,10.44,-4.937,-4.769,10.357,6.211,2.88,6.908,7.226,2.1,-1.095
'0:48.521',3.378,10.21,10.455,-4.958,-4.77,10.379,6.205,2.872,6.907,7.23,2.105,-1.088
'0:48.525',3.364,10.237,10.497,-4.964,-4.798,10.413,6.208,2.867,6.949,7.215,2.089,-1.107
'0:48.529',3.371,10.231,10.483,-4.964,-4.789,10.403,6.207,2.875,6.928,7.219,2.094,-1.105
'0:48.533',3.363,10.201,10.461,-4.945,-4.781,10.378,6.212,2.876,6.887,7.22,2.098,-1.083
'0:48.537',3.391,10.189,10.422,-4.954,-4.747,10.352,6.214,2.889,6.911,7.244,2.133,-1.05
'0:48.541',3.392,10.218,10.45,-4.968,-4.761,10.38,6.212,2.884,6.935,7.248,2.136,-1.042
'0:48.545',3.341,10.247,10.529,-4.958,-4.826,10.434,6.216,2.881,6.955,7.25,2.132,-1.061
'0:48.549',3.354,10.251,10.521,-4.965,-4.816,10.432,6.208,2.878,6.962,7.237,2.122,-1.066
'0:48.553',3.369,10.236,10.491,-4.966,-4.793,10.41,6.22,2.9,6.951,7.259,2.14,-1.054
'0:48.556',3.391,10.219,10.451,-4.968,-4.763,10.381,6.22,2.912,6.948,7.272,2.159,-1.026
'0:48.560',3.376,10.236,10.484,-4.969,-4.787,10.406,6.221,2.909,6.919,7.293,2.18,-1.01
'0:48.564',3.373,10.275,10.525,-4.988,-4.809,10.447,6.229,2.916,6.987,7.288,2.178,-1.014
'0:48.568',3.365,10.272,10.53,-4.982,-4.815,10.448,6.233,2.924,6.97,7.282,2.171,-1.013
'0:48.572',3.383,10.256,10.496,-4.983,-4.789,10.422,6.234,2.94,6.951,7.288,2.183,-0.993
'0:48.576',3.406,10.255,10.472,-4.994,-4.765,10.409,6.241,2.954,6.981,7.321,2.207,-0.97
'0:48.580',3.385,10.256,10.494,-4.984,-4.787,10.421,6.241,2.957,6.964,7.33,2.225,-0.956
'0:48.584',3.377,10.285,10.532,-4.994,-4.81,10.455,6.241,2.959,6.969,7.331,2.213,-0.978
'0:48.588',3.392,10.302,10.533,-5.011,-4.803,10.464,6.256,2.983,6.988,7.335,2.211,-0.991
'0:48.591',3.399,10.294,10.519,-5.01,-4.793,10.452,6.265,2.996,6.964,7.346,2.228,-0.972
'0:48.595',3.417,10.266,10.473,-5.005,-4.76,10.416,6.27,3.014,6.963,7.377,2.266,-0.931
'0:48.599',3.39,10.279,10.512,-4.998,-4.793,10.442,6.28,3.037,6.95,7.404,2.289,-0.903
'0:48.603',3.398,10.307,10.533,-5.016,-4.8,10.467,6.287,3.046,6.993,7.411,2.298,-0.917
'0:48.607',3.387,10.331,10.568,-5.023,-4.822,10.496,6.298,3.071,7,7.421,2.284,-0.937
'0:48.611',3.385,10.314,10.552,-5.013,-4.816,10.479,6.306,3.085,7.011,7.427,2.295,-0.937
'0:48.615',3.426,10.299,10.497,-5.026,-4.768,10.444,6.309,3.1,6.975,7.444,2.303,-0.927
'0:48.619',3.444,10.309,10.489,-5.04,-4.755,10.446,6.318,3.114,6.957,7.466,2.327,-0.896
'0:48.623',3.417,10.315,10.522,-5.03,-4.785,10.465,6.328,3.134,6.959,7.484,2.338,-0.903
'0:48.626',3.418,10.344,10.549,-5.044,-4.798,10.493,6.338,3.15,7.015,7.484,2.328,-0.92
'0:48.630',3.412,10.325,10.536,-5.032,-4.794,10.476,6.353,3.168,7.001,7.49,2.328,-0.931
'0:48.634',3.437,10.294,10.48,-5.029,-4.754,10.433,6.354,3.192,6.968,7.507,2.339,-0.917
'0:48.638',3.449,10.293,10.468,-5.035,-4.742,10.427,6.367,3.207,6.956,7.534,2.361,-0.916
'0:48.642',3.441,10.305,10.488,-5.037,-4.756,10.443,6.368,3.207,6.988,7.533,2.35,-0.931
'0:48.646',3.412,10.326,10.537,-5.033,-4.794,10.477,6.369,3.214,6.987,7.527,2.333,-0.963
'0:48.650',3.434,10.317,10.506,-5.039,-4.768,10.458,6.36,3.217,6.985,7.53,2.33,-0.985
'0:48.654',3.452,10.288,10.459,-5.034,-4.736,10.42,6.367,3.231,6.948,7.537,2.332,-0.987
'0:48.658',3.469,10.263,10.418,-5.03,-4.707,10.387,6.378,3.241,6.947,7.543,2.33,-0.986
'0:48.661',3.446,10.255,10.432,-5.013,-4.725,10.39,6.379,3.238,6.967,7.559,2.33,-1.005
'0:48.665',3.455,10.276,10.444,-5.029,-4.726,10.406,6.374,3.224,6.966,7.548,2.313,-1.029
'0:48.669',3.47,10.265,10.419,-5.031,-4.707,10.388,6.38,3.223,6.952,7.544,2.304,-1.052
'0:48.673',3.487,10.238,10.375,-5.026,-4.676,10.353,6.378,3.232,6.944,7.548,2.311,-1.05
'0:48.677',3.511,10.208,10.321,-5.023,-4.637,10.311,6.37,3.222,6.916,7.553,2.307,-1.058
'0:48.681',3.482,10.198,10.339,-5.004,-4.661,10.315,6.359,3.197,6.912,7.541,2.291,-1.074
'0:48.685',3.462,10.211,10.373,-5,-4.688,10.338,6.351,3.188,6.915,7.523,2.249,-1.125
'0:48.689',3.464,10.201,10.36,-4.996,-4.68,10.327,6.335,3.168,6.882,7.482,2.207,-1.186
'0:48.693',3.459,10.159,10.323,-4.972,-4.664,10.287,6.342,3.159,6.883,7.462,2.182,-1.198
'0:48.696',3.468,10.119,10.275,-4.957,-4.636,10.243,6.331,3.143,6.843,7.456,2.181,-1.202
'0:48.700',3.457,10.117,10.283,-4.951,-4.646,10.247,6.33,3.133,6.864,7.447,2.163,-1.214
'0:48.704',3.459,10.158,10.322,-4.972,-4.664,10.286,6.332,3.116,6.902,7.414,2.13,-1.25
'0:48.708',3.47,10.155,10.308,-4.976,-4.651,10.278,6.323,3.11,6.872,7.375,2.095,-1.288
'0:48.712',3.452,10.119,10.29,-4.949,-4.651,10.251,6.311,3.097,6.87,7.362,2.085,-1.289
'0:48.716',3.47,10.103,10.256,-4.95,-4.625,10.226,6.318,3.089,6.842,7.356,2.085,-1.284
'0:48.720',3.429,10.085,10.279,-4.92,-4.657,10.228,6.313,3.084,6.833,7.353,2.078,-1.282
'0:48.724',3.435,10.112,10.301,-4.938,-4.665,10.253,6.31,3.065,6.851,7.327,2.051,-1.319
'0:48.728',3.414,10.11,10.32,-4.926,-4.685,10.261,6.302,3.056,6.848,7.297,2.015,-1.362
'0:48.732',3.419,10.095,10.3,-4.92,-4.672,10.244,6.3,3.049,6.819,7.28,2.008,-1.368
'0:48.735',3.419,10.066,10.271,-4.906,-4.658,10.215,6.298,3.047,6.841,7.281,2.023,-1.339
'0:48.739',3.423,10.056,10.256,-4.903,-4.649,10.203,6.299,3.047,6.834,7.295,2.032,-1.33
'0:48.743',3.398,10.077,10.303,-4.901,-4.685,10.236,6.307,3.044,6.823,7.285,2.019,-1.345
'0:48.747',3.403,10.097,10.317,-4.914,-4.689,10.254,6.293,3.033,6.876,7.249,1.989,-1.372
'0:48.751',3.427,10.096,10.292,-4.925,-4.665,10.24,6.294,3.028,6.822,7.246,1.985,-1.369
